	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_acetylated_1	Spectral count Ctrl_acetylated_2	Spectral count Ctrl_acetylated_3	Spectral count GFP_Atg8_acetylated_1	Spectral count GFP_Atg8_acetylated_2	Spectral count GFP_Atg8_acetylated_3	Unique spectral count Ctrl_acetylated_1	Unique spectral count Ctrl_acetylated_2	Unique spectral count Ctrl_acetylated_3	Unique spectral count GFP_Atg8_acetylated_1	Unique spectral count GFP_Atg8_acetylated_2	Unique spectral count GFP_Atg8_acetylated_3	Total spectral count Ctrl_acetylated_1	Total spectral count Ctrl_acetylated_2	Total spectral count Ctrl_acetylated_3	Total spectral count GFP_Atg8_acetylated_1	Total spectral count GFP_Atg8_acetylated_2	Total spectral count GFP_Atg8_acetylated_3	Intensity Ctrl_acetylated_1	Intensity Ctrl_acetylated_2	Intensity Ctrl_acetylated_3	Intensity GFP_Atg8_acetylated_1	Intensity GFP_Atg8_acetylated_2	Intensity GFP_Atg8_acetylated_3	LFQ intensity Ctrl_acetylated_1	LFQ intensity Ctrl_acetylated_2	LFQ intensity Ctrl_acetylated_3	LFQ intensity GFP_Atg8_acetylated_1	LFQ intensity GFP_Atg8_acetylated_2	LFQ intensity GFP_Atg8_acetylated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_acetylated_1	iBAQ intensity Ctrl_acetylated_2	iBAQ intensity Ctrl_acetylated_3	iBAQ intensity GFP_Atg8_acetylated_1	iBAQ intensity GFP_Atg8_acetylated_2	iBAQ intensity GFP_Atg8_acetylated_3	Sequence coverage	Valid	Expression Ctrl_acetylated_1	Expression Ctrl_acetylated_2	Expression Ctrl_acetylated_3	Expression GFP_Atg8_acetylated_1	Expression GFP_Atg8_acetylated_2	Expression GFP_Atg8_acetylated_3	Missing total	Missing Ctrl_acetylated	Missing GFP_Atg8_acetylated	Missing Ctrl_acetylated_1	Missing Ctrl_acetylated_2	Missing Ctrl_acetylated_3	Missing GFP_Atg8_acetylated_1	Missing GFP_Atg8_acetylated_2	Missing GFP_Atg8_acetylated_3	Events total	Events Ctrl_acetylated	Events GFP_Atg8_acetylated	Expression Ctrl_acetylated	Expression GFP_Atg8_acetylated	P-value GFP_Atg8_acetylated vs Ctrl_acetylated	Adjusted p-value GFP_Atg8_acetylated vs Ctrl_acetylated	Average expression GFP_Atg8_acetylated vs Ctrl_acetylated	Ratio [log2] GFP_Atg8_acetylated vs Ctrl_acetylated
427	sp|P40495|LYS12_YEAST	P40495	LYS12_YEAST	LYS12	371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Homoisocitrate dehydrogenase, mitochondrial	1.0	0.9982	3	9	9	9	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	9034132.0	6261733.0	7338255.0	6769867.0	11662085.0	9826988.0	4992968.0	3503219.0	4055277.5	3786581.0	6524603.5	3344481.8		P40495	P40495	False	P40495	False	40.04	sp|P40495|LYS12_YEAST Homoisocitrate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS12 PE=1 SV=1	22	4807991.166525455	2563571.383602767	3024919.961576224	2909055.571103015	4874601.727402995	4113632.422168317	7.3	True	21.800409907264996	21.893124596071804	22.275738912714072	21.988364955830473	22.168312750582437	21.980408490366994	0	0	0	False	False	False	False	False	False	6	3	3	21.98975780535029	22.045695398926636	0.7596306475911111	0.9965342103788666	22.017726602138463	0.055937593576345535
428	sp|P40525|RL34B_YEAST	P40525	RL34B_YEAST	RPL34B	121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L34-B	0.9244	0.9978	1	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	90641704.0	64176904.0	52982616.0	53979184.0	107563400.0	56994010.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P87262|RL34A_YEAST	P40525	P40525	False	P40525;P87262	False;False	13.63	sp|P40525|RL34B_YEAST 60S ribosomal protein L34-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL34B PE=1 SV=1	5	212255018.35301787	115606514.70823435	96096409.85788615	102058897.48361331	197824525.8853364	104975257.17785503	6.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
429	sp|P40531|GVP36_YEAST	P40531	GVP36_YEAST	GVP36	326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein GVP36	1.0	0.9989	4	7	7	7	2	1	0	1	2	1	2	1	0	1	2	1	2	1	0	1	2	1	14137121.0	10522267.0	7898776.0	11947697.0	16091436.0	7590207.0	8077430.5	6093138.5	4461802.0	6709835.5	9543144.0	4539655.5		P40531	P40531	False	P40531	False	36.65	sp|P40531|GVP36_YEAST Protein GVP36 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GVP36 PE=1 SV=1	18	9195775.922900157	5265145.328690334	3979523.3962087287	6274892.019735043	8220683.226807615	3883370.725460426	12.3	True	22.494408679096114	22.69162895045819	22.413564765184233	22.81374656301392	22.716887160896967	22.421208616075653	0	0	0	False	False	False	False	False	False	6	3	3	22.53320079824618	22.650614113328846	0.48464075633372594	0.9965342103788666	22.591907455787513	0.11741331508266484
430	sp|P40825|SYA_YEAST	P40825	SYA_YEAST	ALA1	983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Alanine--tRNA ligase, mitochondrial	1.0	0.999	7	24	24	24	5	2	4	3	6	4	5	2	4	3	6	4	5	2	4	3	6	4	25118262.0	16463872.0	15120342.0	16637671.0	24137774.0	14764067.0	9081356.0	5683832.5	5287585.0	5484166.5	8381111.5	4991206.5		P40825	P40825	False	P40825	False	109.99	sp|P40825|SYA_YEAST Alanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALA1 PE=1 SV=3	63	4668194.544090148	2353775.1961885234	2176530.886292744	2496586.0781102153	3523240.451882479	2158207.4893736225	7.1	True	22.663419979183125	22.591307456200635	22.658547222517793	22.52274153781518	22.529564105090994	22.5580143892913	0	0	0	False	False	False	False	False	False	6	3	3	22.63775821930052	22.536773344065825	0.3829554471394572	0.9965342103788666	22.587265781683172	-0.10098487523469402
431	sp|P40893|REE1_YEAST	P40893	REE1_YEAST	REE1	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Regulation of enolase protein 1	1.0	0.999	3	8	8	8	2	3	1	1	0	1	2	3	1	1	0	1	2	3	1	1	0	1	134044970.0	12940915.0	12449692.0	13748250.0	11958460.0	11843621.0	15572596.0	9478878.0	8697112.0	10051583.0	9218468.0	8452537.0		P40893	P40893	False	P40893	False	21.95	sp|P40893|REE1_YEAST Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REE1 PE=1 SV=1	12	130788387.64751399	9713087.23128229	9408516.06431034	10830804.99241682	9163884.895709414	9089311.610641515	15.2	True	23.441449807905336	23.329159716239168	23.37647468524413	23.396819986435816	22.666949530556945	23.31801022230079	0	0	0	False	False	False	False	False	False	6	3	3	23.382361403129547	23.12725991309785	0.27708933740886965	0.9965342103788666	23.254810658113698	-0.2551014900316986
432	sp|P40991|NOP2_YEAST	P40991	NOP2_YEAST	NOP2	618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	25S rRNA (cytosine(2870)-C(5))-methyltransferase	1.0	0.9989	3	7	7	7	1	1	1	1	0	3	1	1	1	1	0	3	1	1	1	1	0	3	11263945.0	12512378.0	7884056.0	7607209.0	7754075.0	12369991.0	5524393.5	5082866.0	2690595.5	4865513.5	2738050.0	5427496.5		P40991	P40991	False	P40991	False	69.77	sp|P40991|NOP2_YEAST 25S rRNA (cytosine(2870)-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP2 PE=1 SV=1	27	4884573.703885518	4173973.0660390775	2648071.490993863	2663521.1258178926	2640899.349273252	4219231.519738433	4.2	True	21.94632833257764	22.43008561397444	21.68386378693196	22.350061238835956	20.91557131091712	22.678912686436018	0	0	0	False	False	False	False	False	False	6	3	3	22.020092577828013	21.9815150787297	0.9398878671417421	0.9965342103788666	22.000803828278855	-0.038577499098312984
433	sp|P41056|RL33B_YEAST	P41056	RL33B_YEAST	RPL33B	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L33-B	0.9996	0.999	3	3	3	13	1	0	1	0	1	0	1	0	1	0	1	0	3	1	2	1	4	2	2413757.8	1234881.5	2439588.5	971997.25	5006618.0	4134793.5	0.0	0.0	0.0	0.0	0.0	0.0		P41056	P41056	False	P41056	False	12.16	sp|P41056|RL33B_YEAST 60S ribosomal protein L33-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL33B PE=1 SV=2	5	5652279.067246352	2224481.665439587	4424766.3494113935	1837763.381011911	9207888.85567945	7615730.337974522	15.0	False							6	3	3	True	True	True	True	True	True	0	0	0						
434	sp|P41057|RS29A_YEAST	P41057	RS29A_YEAST	RPS29A	56	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S29-A	1.0	0.9989	3	12	12	12	2	1	4	1	3	1	2	1	4	1	3	1	2	1	4	1	3	1	108544220.0	63426010.0	73498856.0	80208350.0	102537880.0	66375532.0	97865180.0	56995704.0	75091220.0	64990144.0	98816570.0	62054932.0		P41057	P41057	False	P41057	False	6.66	sp|P41057|RS29A_YEAST 40S ribosomal protein S29-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS29A PE=1 SV=3	4	317721512.16693264	142817343.56392485	166634283.17369595	189563252.98423776	235727341.924478	152818439.64867857	46.4	True	26.093235988288733	25.91722469299038	26.486510598366944	26.089618205109034	26.08910359325446	26.19409976821059	0	0	0	False	False	False	False	False	False	6	3	3	26.165657093215355	26.124273855524695	0.8097889770276194	0.9965342103788666	26.144965474370025	-0.04138323769065977
435	sp|P41058|RS29B_YEAST	P41058	RS29B_YEAST	RPS29B	56	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S29-B	1.0	0.9988	3	17	17	17	2	3	4	3	4	1	2	3	4	3	4	1	2	3	4	3	4	1	53811176.0	31518254.0	46289970.0	30713622.0	47123604.0	27581246.0	48784384.0	23662966.0	41141212.0	27124580.0	43821020.0	22745818.0		P41058	P41058	False	P41058	False	6.72	sp|P41058|RS29B_YEAST 40S ribosomal protein S29-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS29B PE=1 SV=3	4	157511548.84342027	70970147.89442137	104947156.85209972	72588129.5058214	108333836.36195423	63501155.47527901	46.4	True	25.088859753200243	24.6490024289779	25.618450662678033	24.82899805939389	24.91597367927789	24.746155209531725	0	0	0	False	False	False	False	False	False	6	3	3	25.11877094828539	24.830375649401166	0.28897111801874387	0.9965342103788666	24.97457329884328	-0.2883952988842253
436	sp|P41277|GPP1_YEAST	P41277	GPP1_YEAST	GPP1	250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Glycerol-1-phosphate phosphohydrolase 1	1.0	0.999	15	111	65	111	21	17	16	18	21	18	12	10	9	10	13	11	21	17	16	18	21	18	303336500.0	237652370.0	180118450.0	231330110.0	326398460.0	232230290.0	71322290.0	49932510.0	38133310.0	51589860.0	62685676.0	45963576.0		P41277	P41277	False	P41277	False	27.93	sp|P41277|GPP1_YEAST Glycerol-1-phosphate phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPP1 PE=1 SV=3	15	236773624.55086604	142700153.77002165	108895695.10980214	145792595.29230744	200097866.62007067	142578927.2547405	57.6	True	25.63679336714044	25.72635094112899	25.50891813061257	25.75648479195125	25.43248643110195	25.761044935910746	0	0	0	False	False	False	False	False	False	6	3	3	25.62402081296067	25.650005386321315	0.8527425437469298	0.9965342103788666	25.637013099640992	0.025984573360645413
437	sp|P41338|ERG10_YEAST	P41338	ERG10_YEAST	ERG10	398	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase	1.0	0.999	4	11	11	11	2	1	1	2	4	1	2	1	1	2	4	1	2	1	1	2	4	1	23979778.0	18998450.0	18627698.0	19351486.0	31533630.0	16132564.0	11841639.0	8369820.0	8453882.0	8468964.0	13894523.0	6562393.5		P41338	P41338	False	P41338	False	41.7	sp|P41338|ERG10_YEAST Acetyl-CoA acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG10 PE=1 SV=3	20	14038317.890325885	8555821.691549093	8446425.624382751	9147004.36111436	14498717.510309316	7428500.1829060875	13.1	True	23.046309119761954	23.14964001331288	23.335552247460754	23.149654662518156	23.258866921228265	22.952847900534785	0	0	0	False	False	False	False	False	False	6	3	3	23.177167126845195	23.1204564947604	0.6993828826758087	0.9965342103788666	23.148811810802798	-0.0567106320847941
438	sp|P41805|RL10_YEAST	P41805	RL10_YEAST	RPL10	221	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L10	1.0	0.999	3	10	10	10	1	1	2	1	3	2	1	1	2	1	3	2	1	1	2	1	3	2	8800101.0	8638783.0	5159290.0	9735969.0	21322868.0	10028089.0	7530748.0	3673257.8	4402186.5	4044931.8	8447724.0	4223228.0		P41805	P41805	False	P41805	False	25.35	sp|P41805|RL10_YEAST 60S ribosomal protein L10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL10 PE=1 SV=1	11	9366878.38356398	7073484.892426443	4253446.986663885	8367217.512407924	17825369.852129538	8395628.862636132	13.6	True	22.39330541613848	21.961503568760527	22.394158538959147	22.083584543774357	22.54098521920318	22.316971932158612	0	0	0	False	False	False	False	False	False	6	3	3	22.249655841286053	22.31384723171205	0.7525286196707468	0.9965342103788666	22.28175153649905	0.06419139042599653
439	sp|P41810|COPB_YEAST	P41810	COPB_YEAST	SEC26	973	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Coatomer subunit beta	1.0	0.9947	4	7	7	7	2	2	0	1	1	1	2	2	0	1	1	1	2	2	0	1	1	1	13284515.0	7649405.5	1939474.0	6349381.0	7549926.0	5390394.5	7230364.0	4285749.0	0.0	4202178.5	4157000.2	3499422.2		P41810	P41810	False	P41810	False	108.95	sp|P41810|COPB_YEAST Coatomer subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC26 PE=1 SV=2	47	3309388.5169696715	1465896.730866677	374222.4808482945	1277109.371680462	1477169.9131498598	1056210.376836643	3.3	True	22.334580525776857	22.183990775904096	18.55515085593272	22.13860661169125	21.5179653361522	22.045742529993184	1	1	0	False	False	True	False	False	False	5	2	3	21.02457405253789	21.90077149261221	0.42711830611214047	0.9965342103788666	21.46267277257505	0.8761974400743213
440	sp|P41920|YRB1_YEAST	P41920	YRB1_YEAST	YRB1	201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein 1	0.7468	0.9911	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8930128.0	5856693.0	3490956.0	4599601.5	4404902.0	4153252.0	0.0	0.0	0.0	0.0	0.0	0.0		P41920	P41920	False	P41920	False	22.94	sp|P41920|YRB1_YEAST Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRB1 PE=1 SV=1	6	17426346.435915034	8791738.450618116	5276390.067449149	7247087.722339627	6751038.997476295	6374773.665168801	3.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
441	sp|P41940|MPG1_YEAST	P41940	MPG1_YEAST	PSA1	361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mannose-1-phosphate guanyltransferase	1.0	0.999	7	61	61	61	10	10	10	10	12	9	10	10	10	10	12	9	10	10	10	10	12	9	205004740.0	136934750.0	131395630.0	138646180.0	205652800.0	130139110.0	67274810.0	45410050.0	41830256.0	46194720.0	62644012.0	39988560.0		P41940	P41940	False	P41940	False	39.54	sp|P41940|MPG1_YEAST Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSA1 PE=1 SV=2	22	109104115.2615268	56061477.9519981	54162912.57947342	59577158.95174179	85960228.73484996	54476963.06214367	20.5	True	25.552506753065806	25.58938313674071	25.642413194360653	25.597125223299265	25.43152722583531	25.560141221029237	0	0	0	False	False	False	False	False	False	6	3	3	25.594767694722393	25.529597890054603	0.5308088975788902	0.9965342103788666	25.562182792388498	-0.06516980466778932
442	sp|P42943|TCPH_YEAST	P42943	TCPH_YEAST	CCT7	550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	T-complex protein 1 subunit eta	0.8344	0.9948	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P42943	P42943	False	P42943	False	59.7	sp|P42943|TCPH_YEAST T-complex protein 1 subunit eta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT7 PE=1 SV=1	35	0.0	0.0	0.0	0.0	0.0	0.0	1.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
443	sp|P43555|EMP47_YEAST	P43555	EMP47_YEAST	EMP47	445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein EMP47	1.0	0.999	12	66	66	66	7	10	14	10	17	8	7	10	14	10	17	8	7	10	14	10	17	8	66721860.0	44185360.0	149517800.0	65963110.0	274398370.0	40223452.0	22973968.0	12629195.0	39582984.0	20729618.0	64707356.0	11458234.0		P43555	P43555	False	P43555	False	50.3	sp|P43555|EMP47_YEAST Protein EMP47 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP47 PE=1 SV=1	23	33965672.565907285	17303107.749495152	58953396.557587914	27112392.87605799	109708255.07269911	16105686.477369584	26.5	True	24.00244039822789	23.743134194406096	25.562746742488496	24.441090791597496	25.478280342290848	23.756938596720353	0	0	0	False	False	False	False	False	False	6	3	3	24.436107111707496	24.558769910202898	0.850623801585514	0.9965342103788666	24.4974385109552	0.1226627984954014
444	sp|P43601|ATG18_YEAST	P43601	ATG18_YEAST	ATG18	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Autophagy-related protein 18	1.0	0.999	4	6	6	6	2	0	0	4	0	0	2	0	0	4	0	0	2	0	0	4	0	0	9754240.0	6368561.0	0.0	15532423.0	0.0	0.0	3622442.2	2367020.2	0.0	5717440.5	0.0	0.0		P43601	P43601	False	P43601	False	55.07	sp|P43601|ATG18_YEAST Autophagy-related protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG18 PE=1 SV=1	20	5710358.198417532	2868037.7792795505	0.0	7341820.72217467	0.0	0.0	10.2	True	21.337474917018973	21.32751543456356	18.87885283493659	22.582838612568086	18.64402909055766	20.18238801820069	3	1	2	False	False	True	False	True	True	3	2	1	20.514614395506374	20.46975190710881	0.9704953905516069	0.9965342103788666	20.492183151307593	-0.04486248839756257
445	sp|P43616|DUG1_YEAST	P43616	DUG1_YEAST	DUG1	481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Cys-Gly metallodipeptidase DUG1	1.0	0.999	4	16	10	16	2	3	3	2	4	2	1	2	2	1	3	1	2	3	3	2	4	2	30846986.0	21563400.0	20562920.0	24089884.0	31364026.0	17973272.0	12033228.0	8271915.0	8192070.5	9142576.0	11958166.0	6772947.5		P43616	P43616	False	P43616	False	52.84	sp|P43616|DUG1_YEAST Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUG1 PE=1 SV=1	25	14446832.5078383	7768743.469643038	7459136.363500528	9109389.284388354	11536588.790063094	6620867.17719122	7.1	True	23.069464049465843	23.132664777548896	23.290166403266934	23.260069880014008	23.04234675691586	22.998409608795455	0	0	0	False	False	False	False	False	False	6	3	3	23.16409841009389	23.10027541524177	0.6393872694052366	0.9965342103788666	23.13218691266783	-0.06382299485211718
446	sp|P43621|COPD_YEAST	P43621	COPD_YEAST	RET2	546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Coatomer subunit delta	0.9999	0.9988	2	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	2093121.5	864702.5	542381.0	690320.8	797926.0	523730.7	0.0	0.0	0.0	0.0	0.0	0.0		P43621	P43621	False	P43621	False	60.59	sp|P43621|COPD_YEAST Coatomer subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RET2 PE=1 SV=3	19	1289854.573126958	409908.25463388796	258877.69676601962	343472.45957278804	386184.31607381743	253852.92301325794	3.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
447	sp|P46367|ALDH4_YEAST	P46367	ALDH4_YEAST	ALD4	519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Potassium-activated aldehyde dehydrogenase, mitochondrial	1.0	0.9986	3	5	2	5	0	0	3	1	1	0	0	0	2	0	0	0	0	0	3	1	1	0	3431240.0	2022930.6	4538001.5	3148116.8	4683493.5	1565326.1	2150041.2	1421989.8	2360943.5	1713226.5	2503448.2	985172.2		P46367	P46367	False	P46367	False	56.69	sp|P46367|ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2	30	1339151.62122579	607341.9501056989	1371788.475172379	992028.4881101596	1435602.7563349535	480519.82396836916	5.2	True	20.58487655243251	20.59235453304545	21.495301788896004	20.844185063589393	20.786339123042307	20.217073618891725	0	0	0	False	False	False	False	False	False	6	3	3	20.89084429145799	20.615865935174476	0.45160306849481346	0.9965342103788666	20.753355113316232	-0.2749783562835155
448	sp|P46655|SYEC_YEAST	P46655	SYEC_YEAST	GUS1	708	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Glutamate--tRNA ligase, cytoplasmic	1.0	0.999	10	24	24	24	4	3	4	2	6	5	4	3	4	2	6	5	4	3	4	2	6	5	29795276.0	23156160.0	19124702.0	17968726.0	36306516.0	23269774.0	7416253.0	5278583.0	4549483.5	4989156.0	8650200.0	5043556.5		P46655	P46655	False	P46655	False	80.79	sp|P46655|SYEC_YEAST Glutamate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUS1 PE=1 SV=3	45	7752375.65433485	4634763.503127452	3854126.211682411	3774846.8305550627	7419210.245872956	4762197.349278097	13.4	True	22.371202708099524	22.484594116374577	22.44164103855844	22.386264945597482	22.57515600825403	22.573067215263805	0	0	0	False	False	False	False	False	False	6	3	3	22.432479287677513	22.511496056371772	0.5408984771078584	0.9965342103788666	22.471987672024643	0.07901676869425955
449	sp|P46672|ARC1_YEAST	P46672	ARC1_YEAST	ARC1	376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	tRNA-aminoacylation cofactor ARC1	1.0	0.999	4	15	15	15	2	3	3	2	2	3	2	3	3	2	2	3	2	3	3	2	2	3	18815602.0	11765769.0	11524154.0	12082601.0	17646120.0	10281926.0	16727772.0	10909147.0	7079501.0	7986435.0	10691699.0	8141865.5		P46672	P46672	False	P46672	False	42.06	sp|P46672|ARC1_YEAST tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC1 PE=1 SV=2	24	9179241.295653762	4415527.829373619	4354532.948951117	4759307.374836086	6761197.199968716	3945399.35766084	9.0	True	23.544685644907315	23.531909811379833	23.07958594746324	23.065020819521965	22.880841741197784	23.26398518493196	0	0	0	False	False	False	False	False	False	6	3	3	23.38539380125013	23.069949248550568	0.13324979859306663	0.9965342103788666	23.22767152490035	-0.31544455269956373
450	sp|P46784|RS10B_YEAST	P46784	RS10B_YEAST	RPS10B	105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S10-B	1.0	0.999	4	28	0	28	4	4	4	4	7	5	0	0	0	0	0	0	4	4	4	4	7	5	114778990.0	74734296.0	76384580.0	89699256.0	117432240.0	60749910.0	81725336.0	52933264.0	55867080.0	58828884.0	77552584.0	42859380.0	sp|Q08745|RS10A_YEAST	P46784	P46784	False	P46784;Q08745	False;False	12.73	sp|P46784|RS10B_YEAST 40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10B PE=1 SV=1	5	268777125.25120723	134624311.10315853	138541364.3316988	169595138.23811018	215974738.63463813	111893116.93950903	34.3	True	25.83322374511013	25.810546128427756	26.059864784139656	25.945921928705353	25.73952546535867	25.660164871092086	0	0	0	False	False	False	False	False	False	6	3	3	25.90121155255918	25.78187075505204	0.3883274232648571	0.9965342103788666	25.841541153805608	-0.11934079750713877
451	sp|P46969|RPE_YEAST	P46969	RPE_YEAST	RPE1	238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ribulose-phosphate 3-epimerase	1.0	0.9988	2	6	6	6	2	1	1	1	1	0	2	1	1	1	1	0	2	1	1	1	1	0	5063651.0	3007950.0	2449682.5	3168465.0	4386550.0	2395053.0	3533775.0	1912382.0	1598271.1	2079083.1	2647353.2	1609960.9		P46969	P46969	False	P46969	False	25.95	sp|P46969|RPE_YEAST Ribulose-phosphate 3-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPE1 PE=1 SV=1	8	7410946.67595198	3386524.1450085524	2776921.3672567056	3744152.151033545	5042184.2723821625	2757102.2883544387	8.4	True	21.301722431384228	21.019814148288738	20.932450412299787	21.12341658883545	20.866973205450815	20.925651446973035	0	0	0	False	False	False	False	False	False	6	3	3	21.084662330657583	20.972013747086432	0.577701633779437	0.9965342103788666	21.028338038872008	-0.1126485835711506
