	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_untreated_1	Spectral count Ctrl_untreated_2	Spectral count Ctrl_untreated_3	Spectral count GFP_Atg8_untreated_1	Spectral count GFP_Atg8_untreated_2	Spectral count GFP_Atg8_untreated_3	Unique spectral count Ctrl_untreated_1	Unique spectral count Ctrl_untreated_2	Unique spectral count Ctrl_untreated_3	Unique spectral count GFP_Atg8_untreated_1	Unique spectral count GFP_Atg8_untreated_2	Unique spectral count GFP_Atg8_untreated_3	Total spectral count Ctrl_untreated_1	Total spectral count Ctrl_untreated_2	Total spectral count Ctrl_untreated_3	Total spectral count GFP_Atg8_untreated_1	Total spectral count GFP_Atg8_untreated_2	Total spectral count GFP_Atg8_untreated_3	Intensity Ctrl_untreated_1	Intensity Ctrl_untreated_2	Intensity Ctrl_untreated_3	Intensity GFP_Atg8_untreated_1	Intensity GFP_Atg8_untreated_2	Intensity GFP_Atg8_untreated_3	LFQ intensity Ctrl_untreated_1	LFQ intensity Ctrl_untreated_2	LFQ intensity Ctrl_untreated_3	LFQ intensity GFP_Atg8_untreated_1	LFQ intensity GFP_Atg8_untreated_2	LFQ intensity GFP_Atg8_untreated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_untreated_1	iBAQ intensity Ctrl_untreated_2	iBAQ intensity Ctrl_untreated_3	iBAQ intensity GFP_Atg8_untreated_1	iBAQ intensity GFP_Atg8_untreated_2	iBAQ intensity GFP_Atg8_untreated_3	Sequence coverage	Valid	Expression Ctrl_untreated_1	Expression Ctrl_untreated_2	Expression Ctrl_untreated_3	Expression GFP_Atg8_untreated_1	Expression GFP_Atg8_untreated_2	Expression GFP_Atg8_untreated_3	Missing total	Missing Ctrl_untreated	Missing GFP_Atg8_untreated	Missing Ctrl_untreated_1	Missing Ctrl_untreated_2	Missing Ctrl_untreated_3	Missing GFP_Atg8_untreated_1	Missing GFP_Atg8_untreated_2	Missing GFP_Atg8_untreated_3	Events total	Events Ctrl_untreated	Events GFP_Atg8_untreated	Expression Ctrl_untreated	Expression GFP_Atg8_untreated	P-value GFP_Atg8_untreated vs Ctrl_untreated	Adjusted p-value GFP_Atg8_untreated vs Ctrl_untreated	Average expression GFP_Atg8_untreated vs Ctrl_untreated	Ratio [log2] GFP_Atg8_untreated vs Ctrl_untreated
287	sp|P51862|ROM2_YEAST	P51862	ROM2_YEAST	ROM2	1356	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	RHO1 GDP-GTP exchange protein 2	1.0	0.999	7	24	24	24	2	2	6	4	6	4	2	2	6	4	6	4	2	2	6	4	6	4	36799244.0	32667080.0	37508540.0	47843680.0	52677470.0	62867068.0	20948230.0	18806014.0	45935010.0	36735524.0	62557884.0	44681176.0		P51862	P51862	False	P51862	False	152.5	sp|P51862|ROM2_YEAST RHO1 GDP-GTP exchange protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROM2 PE=1 SV=1	72	3521961.267476169	3029774.4370559026	3788447.928574366	4528159.353085493	5486334.320077396	6030358.402949995	6.4	True	24.620179944053003	24.627509061951784	25.26408019756066	25.171466315717975	25.403009818176788	25.294385963692886	0	0	0	False	False	False	False	False	False	6	3	3	24.837256401188483	25.289620699195883	0.07141147887116808	0.9841555191928069	25.06343855019218	0.4523642980073994
288	sp|P53184|PNC1_YEAST	P53184	PNC1_YEAST	PNC1	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Nicotinamidase	0.9643	0.999	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1581870.4	1611125.4	2268527.2	1555246.1	1868201.1	2411015.0	0.0	0.0	0.0	0.0	0.0	0.0		P53184	P53184	False	P53184	False	24.98	sp|P53184|PNC1_YEAST Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNC1 PE=1 SV=1	11	990960.6050247477	978068.1951216095	1499736.5118022135	963465.2543690411	1273564.0604210987	1513769.120629364	5.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
289	sp|P53204|NMA2_YEAST	P53204	NMA2_YEAST	NMA2	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2	1.0	0.999	5	9	9	14	0	0	4	1	4	0	0	0	4	1	4	0	0	0	6	1	7	0	928397.94	534088.75	49904824.0	4526227.0	80420344.0	1448520.8	620302.5	0.0	16938750.0	2961257.5	28996162.0	993208.06		P53204	P53204	False	P53204	False	44.88	sp|P53204|NMA2_YEAST Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMA2 PE=1 SV=1	18	355418.34342951875	198140.5674298579	20162003.331365954	1713536.8453461851	33502967.649709094	555782.2151418196	12.9	True	19.542467343699567	18.445400538042378	23.824813469300103	21.5385723146777	24.29368005777307	19.802958585341763	1	1	0	False	True	False	False	False	False	5	2	3	20.604227117014016	21.878403652597513	0.4992848232211722	0.9841555191928069	21.241315384805766	1.2741765355834964
290	sp|P53221|RL26B_YEAST	P53221	RL26B_YEAST	RPL26B	127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L26-B	1.0	0.999	11	64	6	64	12	11	9	11	12	9	1	0	1	1	2	1	12	11	9	11	12	9	147820160.0	113349580.0	220369330.0	193474450.0	302740480.0	170840030.0	33771156.0	27524072.0	45252336.0	42051384.0	68374960.0	39142108.0		P53221	P53221	False	P53221	False	14.23	sp|P53221|RL26B_YEAST 60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL26B PE=1 SV=2	6	169769860.94783798	126154033.9454973	267093648.03636318	219736393.2750754	378363384.30848056	196648574.8253561	52.0	True	25.309143158282435	25.177008887703224	25.242478323212136	25.366443745577307	25.531286187310094	25.103440260378378	0	0	0	False	False	False	False	False	False	6	3	3	25.242876789732602	25.33372339775526	0.5298377730160063	0.9841555191928069	25.28830009374393	0.09084660802265887
291	sp|P53252|PIL1_YEAST	P53252	PIL1_YEAST	PIL1	339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Sphingolipid long chain base-responsive protein PIL1	0.9643	0.999	1	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	2191815.5	1779061.2	3732242.5	2647888.2	4275043.5	3106303.0	0.0	0.0	0.0	0.0	0.0	0.0		P53252	P53252	False	P53252	False	38.33	sp|P53252|PIL1_YEAST Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIL1 PE=1 SV=1	15	1006910.5936790109	792012.6285987727	1809431.9471432006	1202923.492716752	2137170.327173917	1430226.9975619372	8.0	False							6	3	3	True	True	True	True	True	True	0	0	0						
292	sp|P53278|YG3A_YEAST	P53278	YG3A_YEAST	YGR130C	816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Uncharacterized protein YGR130C	1.0	0.999	15	71	71	71	7	8	17	11	17	11	7	8	17	11	17	11	7	8	17	11	17	11	61168944.0	47434380.0	169406260.0	133027256.0	191386020.0	105057290.0	15139056.0	12834108.0	41722716.0	33858444.0	52664348.0	26974288.0		P53278	P53278	False	P53278	False	92.64	sp|P53278|YG3A_YEAST Uncharacterized protein YGR130C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR130C PE=1 SV=1	41	10280761.912384935	7725771.320430751	30047563.16794704	22109880.613822125	35003881.987021446	17696800.365770906	18.9	True	24.151626842553352	24.076297993692023	25.1253191300196	25.053806136376178	25.154644739459616	24.56630368546384	0	0	0	False	False	False	False	False	False	6	3	3	24.451081322088328	24.924918187099877	0.20633815848421538	0.9841555191928069	24.687999754594102	0.473836865011549
293	sp|P53297|PBP1_YEAST	P53297	PBP1_YEAST	PBP1	722	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	PAB1-binding protein 1	1.0	0.999	4	7	7	7	1	0	2	1	2	1	1	0	2	1	2	1	1	0	2	1	2	1	5368132.0	3982305.0	6301490.5	6185774.0	11224492.0	7312129.0	3352554.5	2407279.5	3862534.0	3850290.2	6246736.5	3620992.5		P53297	P53297	False	P53297	False	78.73	sp|P53297|PBP1_YEAST PAB1-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBP1 PE=1 SV=1	33	1120953.0470116702	805847.8592611437	1388650.6601617686	1277349.4647951857	2550601.504246365	1530320.2297591774	6.9	True	21.976684284330826	21.661790527359113	21.692105592328765	21.917329554472623	22.078992683895084	21.66917589965465	0	0	0	False	False	False	False	False	False	6	3	3	21.7768601346729	21.888499379340786	0.5760280337902635	0.9841555191928069	21.832679757006844	0.11163924466788444
294	sp|P53326|YG5L_YEAST	P53326	YG5L_YEAST	YGR266W	701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Uncharacterized protein YGR266W	0.9987	0.999	2	5	5	5	1	0	1	2	1	0	1	0	1	2	1	0	1	0	1	2	1	0	782177.25	555077.25	2873424.0	3326064.5	3506452.0	680656.6	0.0	0.0	2320734.8	2758054.8	2584448.0	0.0		P53326	P53326	False	P53326	False	81.14	sp|P53326|YG5L_YEAST Uncharacterized protein YGR266W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR266W PE=1 SV=1	41	131461.7770830569	90406.99801860107	509658.7879827761	552810.6887273685	641318.6919355725	114655.95550622312	3.1	True	18.59589038027177	18.67720957832698	20.957139629266017	21.436013489436423	20.8057461835535	20.966318289832554	3	2	1	True	True	False	False	False	True	3	1	2	19.41007986262159	21.069359320940823	0.060123649151215014	0.9841555191928069	20.239719591781206	1.659279458319233
295	sp|P53335|PXR1_YEAST	P53335	PXR1_YEAST	PXR1	271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein PXR1	1.0	0.999	4	21	21	21	4	3	3	5	1	5	4	3	3	5	1	5	4	3	3	5	1	5	23643056.0	23631432.0	17742810.0	123512410.0	14536807.0	45164880.0	23440072.0	24868302.0	16801830.0	39121650.0	15034421.0	50740964.0		P53335	P53335	False	P53335	False	31.29	sp|P53335|PXR1_YEAST Protein PXR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PXR1 PE=1 SV=1	13	12532520.794192744	12138895.271026056	9925278.655503675	64743603.09140964	8385240.606932039	23994401.575533006	15.5	True	24.78232859531093	25.03062296905982	23.813104429958884	25.262257681044375	23.34608741184471	25.477869734555885	0	0	0	False	False	False	False	False	False	6	3	3	24.542018664776545	24.695404942481655	0.8225577898235571	0.9841555191928069	24.6187118036291	0.15338627770510982
296	sp|P53336|YG5X_YEAST	P53336	YG5X_YEAST	YGR283C	341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Putative methyltransferase YGR283C	0.9926	0.9977	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	253243.58	2824097.5	872120.25	2556995.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P53336	P53336	False	P53336	False	38.52	sp|P53336|YG5X_YEAST Putative methyltransferase YGR283C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR283C PE=1 SV=1	15	0.0	112740.42369737677	1369153.3276166392	396200.2388163544	1278287.7064217783	0.0	2.9	False							6	3	3	True	True	True	True	True	True	0	0	0						
297	sp|P53598|SUCA_YEAST	P53598	SUCA_YEAST	LSC1	329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial	0.6229	0.9839	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	613378.0	526630.25	993915.56	677104.44	914135.75	626284.25	0.0	0.0	0.0	0.0	0.0	0.0		P53598	P53598	False	P53598	False	35.01	sp|P53598|SUCA_YEAST Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSC1 PE=1 SV=1	14	301910.58156207117	251194.56779596256	516279.7759830311	329577.2664765806	489635.06785090716	308955.4559935406	2.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
298	sp|P53733|RT19_YEAST	P53733	RT19_YEAST	RSM19	91	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	37S ribosomal protein S19, mitochondrial	0.9102	0.9973	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117709390.0	107127090.0	126106590.0	163719650.0	142124930.0	178777600.0	0.0	0.0	0.0	0.0	0.0	0.0		P53733	P53733	False	P53733	False	10.27	sp|P53733|RT19_YEAST 37S ribosomal protein S19, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM19 PE=1 SV=1	6	135187966.05655706	119228624.82897903	152844632.07527998	185942719.5645611	177626954.6424908	205785261.51451498	8.8	False							6	3	3	True	True	True	True	True	True	0	0	0						
299	sp|P53743|ESF2_YEAST	P53743	ESF2_YEAST	ESF2	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Pre-rRNA-processing protein ESF2	0.9026	0.9971	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	60684.188	0.0	411152.2	151598.53	414169.25	373486.94	0.0	0.0	0.0	0.0	0.0	0.0		P53743	P53743	False	P53743	False	36.39	sp|P53743|ESF2_YEAST Pre-rRNA-processing protein ESF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESF2 PE=1 SV=1	15	27878.054410149354	0.0	199331.07932247454	68870.51847518535	207050.5789070628	171963.61875348134	4.4	False							6	3	3	True	True	True	True	True	True	0	0	0						
300	sp|P53855|ATG2_YEAST	P53855	ATG2_YEAST	ATG2	1592	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Autophagy-related protein 2	1.0	0.999	20	23	23	23	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	23	0	0	766712.9	382370.25	1360199.2	104509550.0	0.0	1126518.0	0.0	0.0	704025.5	17566118.0	0.0	1716833.4		P53855	P53855	False	P53855	False	178.3	sp|P53855|ATG2_YEAST Autophagy-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG2 PE=1 SV=1	82	64431.329565328124	31138.860792909447	120629.16501134912	8685038.476266375	0.0	94880.44168304508	15.3	True	19.654298823952544	18.068356946942874	19.236257549654557	24.107085862341194	20.423802914475296	20.59254075930425	3	2	1	True	True	False	False	True	False	3	1	2	18.98630444018332	21.70780984537358	0.051256322218174014	0.9841555191928069	20.34705714277845	2.721505405190257
301	sp|P53914|NAT10_YEAST	P53914	NAT10_YEAST	KRE33	1056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	0.9638	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1190850.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P53914	P53914	False	P53914	False	119.27	sp|P53914|NAT10_YEAST RNA cytidine acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE33 PE=1 SV=1	53	0.0	0.0	0.0	0.0	168488.83249358294	0.0	0.9	False							6	3	3	True	True	True	True	True	True	0	0	0						
302	sp|P53927|NOP15_YEAST	P53927	NOP15_YEAST	NOP15	220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ribosome biogenesis protein 15	1.0	0.999	7	31	31	31	3	2	7	7	8	4	3	2	7	7	8	4	3	2	7	7	8	4	28606692.0	23788410.0	130407144.0	84356904.0	137339840.0	32284396.0	14714070.0	13000371.0	72818090.0	46010536.0	76911800.0	17456922.0		P53927	P53927	False	P53927	False	25.43	sp|P53927|NOP15_YEAST Ribosome biogenesis protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP15 PE=1 SV=1	7	28160980.727339584	22693414.852273125	135477446.57686388	82120618.87748757	147125636.1585962	31852757.87362061	27.3	True	24.110547953964883	24.094867759878305	25.928782954557843	25.49625472539304	25.701023060431172	23.938518011686266	0	0	0	False	False	False	False	False	False	6	3	3	24.711399556133674	25.04526526583683	0.6494698392348495	0.9841555191928069	24.87833241098525	0.3338657097031543
303	sp|P54115|ALDH6_YEAST	P54115	ALDH6_YEAST	ALD6	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Magnesium-activated aldehyde dehydrogenase, cytosolic	1.0	0.999	12	53	53	53	9	8	9	10	11	6	9	8	9	10	11	6	9	8	9	10	11	6	46183916.0	39220020.0	76758340.0	63577036.0	94128870.0	59457636.0	6229694.5	5404644.0	11194794.0	9108135.0	13586206.0	8513241.0		P54115	P54115	False	P54115	False	54.38	sp|P54115|ALDH6_YEAST Magnesium-activated aldehyde dehydrogenase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4	28	11366084.974007744	9353674.587482402	19935686.7800869	15472905.284421971	25208944.978455998	14665673.807602502	28.8	True	22.870584915379773	22.82858646183609	23.22731403561459	23.159518042418405	23.199960737633145	22.902499183065203	0	0	0	False	False	False	False	False	False	6	3	3	22.975495137610153	23.087325987705583	0.5285285091002192	0.9841555191928069	23.031410562657868	0.11183085009542992
304	sp|P54785|MOT3_YEAST	P54785	MOT3_YEAST	MOT3	490	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Transcriptional activator/repressor MOT3	1.0	0.999	5	18	18	18	2	1	3	6	5	1	2	1	3	6	5	1	2	1	3	6	5	1	18013718.0	14283624.0	51028850.0	44855490.0	81285864.0	31658434.0	8984038.0	6620686.5	23784600.0	21180150.0	37500090.0	15758722.0		P54785	P54785	False	P54785	False	54.35	sp|P54785|MOT3_YEAST Transcriptional activator/repressor MOT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOT3 PE=1 SV=1	10	12413136.61146179	9538297.999661153	37109016.127426736	30566465.777324744	60954375.0465327	21864615.4322354	9.2	True	23.39878752913681	23.121367688086828	24.31451381763305	24.377003268850974	24.664712161467396	23.79086934584704	0	0	0	False	False	False	False	False	False	6	3	3	23.61155634495223	24.2775282587218	0.13446256776746912	0.9841555191928069	23.944542301837018	0.665971913769571
305	sp|P54839|ERG13_YEAST	P54839	ERG13_YEAST	ERG13	491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase	0.9738	0.9898	2	3	3	3	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	738333.2	624464.0	874710.7	794768.4	1148243.0	1623192.0	0.0	441176.88	655280.25	612679.9	821691.56	1335566.1		P54839	P54839	False	P54839	False	54.98	sp|P54839|ERG13_YEAST Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG13 PE=1 SV=1	25	203512.2538584814	166801.4706088708	254441.58332498363	216635.7883906665	344416.26635871566	448417.23823333834	3.3	True	19.479004947993836	19.21381596320632	19.132741914906635	19.265567794436766	19.152558861827178	20.230242090805834	1	1	0	True	False	False	False	False	False	5	2	3	19.275187608702264	19.54945624902326	0.565362377525861	0.9841555191928069	19.412321928862763	0.2742686403209973
306	sp|P60010|ACT_YEAST	P60010	ACT_YEAST	ACT1	375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Actin	1.0	0.999	8	42	42	42	5	6	8	8	8	7	5	6	8	8	8	7	5	6	8	8	8	7	75917030.0	63883884.0	107474696.0	93005900.0	121686536.0	97533770.0	17135586.0	14024782.0	20470844.0	19189474.0	24199026.0	20482024.0		P60010	P60010	False	P60010	False	41.66	sp|P60010|ACT_YEAST Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACT1 PE=1 SV=1	20	26156967.27700642	21330144.330590937	39078680.26767491	31689116.086339567	45624948.72083418	33680414.71517666	25.3	True	24.330347123823607	24.204293310796377	24.0980566397986	24.234605628732307	24.032767084231644	24.169077093053428	0	0	0	False	False	False	False	False	False	6	3	3	24.210899024806196	24.14548326867246	0.5925159116193087	0.9841555191928069	24.17819114673933	-0.06541575613373496
307	sp|P61830|H3_YEAST	P61830	H3_YEAST	HHT2	136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Histone H3	0.9393	0.9983	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	2650040.2	0.0	0.0	2600421.2	4654486.0	3977479.5	0.0	0.0	0.0	0.0	0.0	0.0		P61830	P61830	False	P61830	False	15.35	sp|P61830|H3_YEAST Histone H3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HHT2 PE=1 SV=2	4	4565313.921932375	0.0	0.0	4430097.944333556	8725726.446508454	6867526.964307516	5.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
308	sp|Q00402|NUM1_YEAST	Q00402	NUM1_YEAST	NUM1	2748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Nuclear migration protein NUM1	1.0	0.999	3	4	4	4	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0	728320.25	0.0	7538495.0	370400.2	8146415.0	0.0	0.0	0.0	6446617.5	0.0	6477802.0	0.0		Q00402	Q00402	False	Q00402	False	312.84	sp|Q00402|NUM1_YEAST Nuclear migration protein NUM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUM1 PE=1 SV=2	151	33237.137452778465	0.0	363054.1143389504	16715.67376844745	404556.7388276652	0.0	1.5	False			22.431100345881088		22.131394380008423		4	2	2	True	True	False	True	False	True	2	1	1	22.431100345881088	22.131394380008423			22.281247362944754	-0.29970596587266485
309	sp|Q00684|CDC14_YEAST	Q00684	CDC14_YEAST	CDC14	551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Tyrosine-protein phosphatase CDC14	1.0	0.999	10	14	14	14	0	0	1	0	13	0	0	0	1	0	13	0	0	0	1	0	13	0	0.0	0.0	17122560.0	0.0	69854140.0	0.0	0.0	0.0	3624188.8	0.0	15833519.0	0.0		Q00684	Q00684	False	Q00684	False	61.87	sp|Q00684|CDC14_YEAST Tyrosine-protein phosphatase CDC14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC14 PE=1 SV=2	24	0.0	0.0	5188252.619048113	0.0	21825829.848025613	0.0	22.1	False			21.600216073614		23.42080003351581		4	2	2	True	True	False	True	False	True	2	1	1	21.600216073614	23.42080003351581			22.510508053564905	1.8205839599018105
310	sp|Q00816|REG1_YEAST	Q00816	REG1_YEAST	REG1	1014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Resistance to glucose repression protein 1	0.9996	0.9987	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	230263.1	150789.14	425875.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Q00816	Q00816	False	Q00816	False	112.55	sp|Q00816|REG1_YEAST Resistance to glucose repression protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REG1 PE=1 SV=1	50	0.0	0.0	33490.220106670145	20550.84489056849	63870.859978122135	0.0	1.9	False							6	3	3	True	True	True	True	True	True	0	0	0						
311	sp|Q01855|RS15_YEAST	Q01855	RS15_YEAST	RPS15	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S15	1.0	0.999	5	73	73	73	15	12	11	12	14	9	15	12	11	12	14	9	15	12	11	12	14	9	273012100.0	266202270.0	365766530.0	362339500.0	449803170.0	364884380.0	120157090.0	103111780.0	136640160.0	132832344.0	172818930.0	141812030.0		Q01855	Q01855	False	Q01855	False	15.99	sp|Q01855|RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS15 PE=1 SV=1	7	268758390.04490656	253948815.73534426	379987736.92704964	352733950.3090276	481852735.02869374	360005923.8526926	38.0	True	27.140201467730495	27.082452222544894	26.83679571909939	27.025825035420574	26.869007452365476	26.960626823260768	0	0	0	False	False	False	False	False	False	6	3	3	27.019816469791593	26.951819770348937	0.5831586763988439	0.9841555191928069	26.985818120070263	-0.06799669944265574
312	sp|Q02208|TOF2_YEAST	Q02208	TOF2_YEAST	TOF2	771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Topoisomerase 1-associated factor 2	1.0	0.999	8	13	13	13	0	0	5	0	8	0	0	0	5	0	8	0	0	0	5	0	8	0	0.0	0.0	13747595.0	64472.2	40946012.0	494881.72	0.0	0.0	3778188.8	0.0	11391107.0	0.0		Q02208	Q02208	False	Q02208	False	86.31	sp|Q02208|TOF2_YEAST Topoisomerase 1-associated factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOF2 PE=1 SV=1	35	0.0	0.0	2856421.8340259963	12552.610902821076	8772702.900567694	97653.04330451718	10.9	False			21.660252756406344		22.94572605990589		4	2	2	True	True	False	True	False	True	2	1	1	21.660252756406344	22.94572605990589			22.302989408156115	1.285473303499547
313	sp|Q02326|RL6A_YEAST	Q02326	RL6A_YEAST	RPL6A	176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L6-A	1.0	0.999	7	24	6	24	3	4	4	3	6	4	0	0	1	1	3	1	3	4	4	3	6	4	30529174.0	23649582.0	51226430.0	23020082.0	66577664.0	34439268.0	11265472.0	9292455.0	19928032.0	13461201.0	33211360.0	13961087.0		Q02326	Q02326	False	Q02326	False	19.95	sp|Q02326|RL6A_YEAST 60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL6A PE=1 SV=2	10	21037456.426101893	15792684.033367334	37252699.541935526	15686876.871576019	49925038.641134925	23785173.662970528	34.1	True	23.725259354852064	23.610446666681216	24.059285298145056	23.723097594216796	24.48949490558159	23.616130079013615	0	0	0	False	False	False	False	False	False	6	3	3	23.79833043989278	23.94290752627067	0.615367049555587	0.9841555191928069	23.870618983081727	0.14457708637788969
